,label,text
772,0,"the food is not tasty at all, not to say its ""real traditional Hunan style""."
773,0,"What did bother me, was the slow service."
774,1,The flair bartenders are absolutely amazing!
775,0,Their frozen margaritas are WAY too sugary for my taste.
776,1,These were so good we ordered them twice.
777,0,So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.
778,0,My girlfriend's veal was very bad.
779,0,"Unfortunately, it was not good."
780,1,I had a pretty satifying experience.
781,1,Join the club and get awesome offers via email.
782,1,"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder."
783,0,Bland and flavorless is a good way of describing the barely tepid meat.
784,0,"The chains, which I'm no fan of, beat this place easily."
785,1,The nachos are a MUST HAVE!
786,0,We will not be coming back.
787,1,"I don't have very many words to say about this place, but it does everything pretty well."
788,1,"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff."
789,1,"Great atmosphere, friendly and fast service."
790,1,When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.
791,0,Once your food arrives it's meh.
792,0,Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.
793,1,The classic Maine Lobster Roll was fantastic.
794,0,"My brother in law who works at the mall ate here same day, and guess what he was sick all night too."
795,1,So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.
796,1,"The chips and salsa were really good, the salsa was very fresh."
797,1,This place is great!!!!!!!!!!!!!!
798,0,Mediocre food.
799,1,Once you get inside you'll be impressed with the place.
800,0,I'm super pissd.
801,1,And service was super friendly.
802,0,Why are these sad little vegetables so overcooked?
803,1,This place was such a nice surprise!
804,1,They were golden-crispy and delicious.
805,0,"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat."
806,1,I could eat their bruschetta all day it is devine.
807,0,Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.
808,1,"Lastly, the mozzarella sticks, they were the best thing we ordered."
809,1,"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was."
810,0,The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!
811,0,The service was terrible though.
812,0,"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!"
813,0,It was packed!!
814,1,I love this place.
815,1,I can say that the desserts were yummy.
816,0,The food was terrible.
817,1,The seasonal fruit was fresh white peach puree.
818,0,It kept getting worse and worse so now I'm officially done.
819,0,This place should honestly be blown up.
820,0,But I definitely would not eat here again.
821,0,Do not waste your money here!
822,1,I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.
823,1,The cr̻pe was delicate and thin and moist.
824,0,Awful service.
825,0,Won't ever go here again.
826,0,Food quality has been horrible.
827,0,For that price I can think of a few place I would have much rather gone.
828,0,The service here is fair at best.
829,0,"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services."
830,0,Do yourself a favor and stay away from this dish.
831,0,Very poor service.
832,0,No one at the table thought the food was above average or worth the wait that we had for it.
833,1,"Best service and food ever, Maria our server was so good and friendly she made our day."
834,1,They were excellent.
835,0,I paid the bill but did not tip because I felt the server did a terrible job.
836,1,Just had lunch here and had a great experience.
837,0,I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.
838,0,Food is way overpriced and portions are fucking small.
839,1,I recently tried Caballero's and I have been back every week since!
840,0,"for 40 bucks a head, i really expect better food."
841,1,The food came out at a good pace.
842,1,"I ate there twice on my last visit, and especially enjoyed the salmon salad."
843,0,I won't be back.
844,0,We could not believe how dirty the oysters were!
845,0,This place deserves no stars.
846,0,I would not recommend this place.
847,1,"In fact I'm going to round up to 4 stars, just because she was so awesome."
848,0,"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted."
849,0,"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!"
850,1,the potatoes were great and so was the biscuit.
851,0,I probably would not go here again.
852,1,So flavorful and has just the perfect amount of heat.
853,1,The price is reasonable and the service is great.
854,0,"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either."
855,0,My fella got the huevos rancheros and they didn't look too appealing.
856,1,"Went in for happy hour, great list of wines."
857,1,Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!
858,0,I probably won't be coming back here.
859,0,Worst food/service I've had in a while.
860,1,"This place is pretty good, nice little vibe in the restaurant."
861,1,Talk about great customer service of course we will be back.
862,0,"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil."
863,1,I love their fries and their beans.
864,1,Always a pleasure dealing with him.
865,1,"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval."
866,1,This place is awesome if you want something light and healthy during the summer.
867,1,"For sushi on the Strip, this is the place to go."
868,1,"The service was great, even the manager came and helped with our table."
869,0,The feel of the dining room was more college cooking course than high class dining and the service was slow at best.
870,0,"I started this review with two stars, but I'm editing it to give it only one."
871,0,this is the worst sushi i have ever eat besides Costco's.
872,1,"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting."
873,1,My boyfriend and i sat at the bar and had a completely delightful experience.
874,0,Weird vibe from owners.
875,0,There was hardly any meat.
876,0,I've had better bagels from the grocery store.
877,1,Go To Place for Gyros.
878,1,"I love the owner/chef, his one authentic Japanese cool dude!"
879,0,"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless."
880,0,I found a six inch long piece of wire in my salsa.
881,0,"The service was terrible, food was mediocre."
882,1,We definately enjoyed ourselves.
883,0,I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.
884,0,"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate."
885,0,I had about two bites and refused to eat anymore.
886,0,The service was extremely slow.
887,0,"After 20 minutes wait, I got a table."
888,1,Seriously killer hot chai latte.
889,0,"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts."
